"","Target","PIDGene","InteractionType","Group","InPID"
"228","IL1B","REL","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"229","IL6","REL","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"230","CSF2","REL","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"231","CD40LG","REL","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"232","TNFAIP3","REL","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"233","CRP","REL","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"234","CCL5","REL","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"235","SP1","REL","PIDGeneIsTranscribed","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"236","SPI1","REL","PIDGeneIsTranscribed","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"237","F3","REL","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"238","IL12B","REL","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"239","CCL2","REL","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"240","IER3","REL","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"241","IFNG","REL","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"242","BIRC3","REL","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"243","NFKBIA","REL","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"244","ICAM1","REL","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"245","EPHB2","REL","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"246","CSRP1","REL","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"247","IL2","REL","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"248","CXCL3","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"249","HIVEP2","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"250","CD86","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"251","NFKBIA","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"252","CSF2","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"253","FGF8","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"254","PTGS2","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"255","CXCL10","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"256","AKT1","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"257","CMIP","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"258","STAT3","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"259","KLK3","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"260","NFKBIA","RELA","PIDGeneIsTranscribed","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"261","MMP9","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"262","DUSP22","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"263","IL18","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"264","CXCL5","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"265","TBK1","RELA","PIDGeneIsPTMSubstrate","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"266","IL1B","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"267","PIM2","RELA","PIDGeneIsPTMSubstrate","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"268","CD74","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"269","EGR1","RELA","PIDGeneIsTranscribed","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"270","BIRC3","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"271","VCAM1","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"272","TIMP1","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"273","SERPINE1","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"274","PRKCZ","RELA","PIDGeneIsPTMSubstrate","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"275","NOS2","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"276","COL1A2","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"277","BIRC5","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"278","CCL4","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"279","OPTN","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"280","CD40LG","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"281","ALCAM","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"282","IL17C","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"283","GSK3B","RELA","PIDGeneIsPTMSubstrate","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"284","TRIB3","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"285","VEGFA","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"286","GADD45G","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"287","FCGRT","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"288","CXCL2","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"289","CDK4","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"290","BAX","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"291","PIGR","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"292","IKBKE","RELA","PIDGeneIsPTMSubstrate","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"293","IKBKB","RELA","PIDGeneIsPTMSubstrate","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"294","TNFAIP3","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"295","BCL2","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"296","EGFR","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"297","NSD1","RELA","PIDGeneIsPTMSubstrate","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"298","PTPN13","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"299","NOS3","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"300","SMAD3","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"301","IRF7","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"302","CSN1S1","RELA","PIDGeneIsPTMSubstrate","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"303","TRAF2","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"304","AR","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"305","CD69","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"306","NFATC1","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"307","TP53","RELA","PIDGeneIsTranscribed","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"308","PRKACA","RELA","PIDGeneIsPTMSubstrate","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"309","PCK2","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"310","SP1","RELA","PIDGeneIsTranscribed","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"311","HIF1A","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"312","IL2","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"313","GSTP1","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"314","BNIP3","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"315","S100A6","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"316","NR4A1","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"317","IRF1","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"318","TNFRSF10B","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"319","IER3","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"320","IL6","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"321","CR2","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"322","IL1A","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"323","TRAF3","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"324","CTSB","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"325","NCOR2","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"326","XIAP","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"327","BCL2A1","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"328","AR","RELA","PIDGeneIsTranscribed","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"329","IL10","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"330","CD58","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"331","SLC25A27","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"332","WT1","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"333","CCND1","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"334","GADD45B","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"335","CD83","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"336","IKBKG","RELA","PIDGeneIsPTMSubstrate","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"337","EGR1","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"338","NCAM1","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"339","CCL5","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"340","PTHLH","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"341","CCL11","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"342","EPAS1","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"343","IL4","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"344","AGT","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"345","KDM2A","RELA","PIDGeneIsPTMSubstrate","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"346","CDKN1A","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"347","EP300","RELA","PIDGeneIsPTMSubstrate","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"348","TBX21","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"349","HDAC1","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"350","TNFRSF10A","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"351","ICAM1","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"352","PFKFB3","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"353","TP53","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"354","SIRT1","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"355","CRHR1","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"356","MYC","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"357","IL12A","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"358","MMP3","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"359","BRCA2","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"360","RPS6KA5","RELA","PIDGeneIsPTMSubstrate","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"361","SAA2","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"362","PIM1","RELA","PIDGeneIsPTMSubstrate","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"363","CCR5","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"364","IFNA1","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"365","TNF","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"366","COL1A1","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"367","CFLAR","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"368","TRAF1","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"369","MCL1","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"370","FN1","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"371","CDK6","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"372","CHUK","RELA","PIDGeneIsPTMSubstrate","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"373","PLAUR","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"374","PLAU","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"375","CSF1","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"376","EBI3","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"377","ETV6","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"378","IRF4","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"379","TNIP1","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"380","CXCR4","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"381","SIRT1","RELA","PIDGeneIsPTMSubstrate","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"382","MMP2","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"383","PIM3","RELA","PIDGeneIsPTMSubstrate","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"384","CFTR","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"385","CD44","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"386","IFNB1","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"387","RPGRIP1L","RELA","PIDGeneIsPTMSubstrate","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"388","PPP4C","RELA","PIDGeneIsPTMSubstrate","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"389","ABCB1","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"390","ELF3","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"391","IL12B","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"392","CCL20","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"393","AMH","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
"394","CCL2","RELA","PIDGeneIsTF","Table 1 Immunodeficiencies affecting cellular and humoral immunity",TRUE
